LR999939.1 1.09e+07 1.1e+07        0
LR999939.1 1.1e+07 1.11e+07        0
LR999939.1 1.11e+07 1.12e+07        0
LR999939.1 1.12e+07 1.13e+07        0
LR999939.1 1.13e+07 1.14e+07        0
LR999939.1 1.14e+07 1.15e+07        0
LR999939.1 1.15e+07 1.16e+07        0
LR999939.1 1.16e+07 1.17e+07        0
LR999939.1 1.17e+07 1.18e+07        0
LR999939.1 1.18e+07 1.19e+07        0
LR999939.1 1.19e+07 1.2e+07        0
LR999939.1 1.2e+07 1.21e+07        0
LR999939.1 1.21e+07 1.22e+07        0
LR999939.1 1.22e+07 1.23e+07        0
LR999939.1 1.23e+07 1.24e+07        0
LR999939.1 1.24e+07 1.25e+07        0
LR999939.1 1.25e+07 1.26e+07        0
LR999939.1 1.26e+07 1.27e+07        0
LR999939.1 1.27e+07 1.28e+07        0
LR999939.1 1.28e+07 1.29e+07        0
LR999939.1 1.29e+07 1.3e+07        0
LR999939.1 1.3e+07 1.31e+07        0
LR999939.1 1.31e+07 1.32e+07        0
LR999939.1 1.32e+07 1.33e+07        0
LR999939.1 1.33e+07 1.34e+07        1
LR999939.1 1.34e+07 1.35e+07        0
LR999939.1 1.35e+07 1.36e+07        0
LR999939.1 1.36e+07 1.37e+07        0
LR999939.1 1.37e+07 1.38e+07        0
LR999939.1 1.38e+07 1.39e+07        0
LR999939.1 1.39e+07 1.4e+07        1
LR999939.1 1.4e+07 1.41e+07        0
LR999939.1 1.41e+07 1.42e+07        0
LR999939.1 1.42e+07 1.43e+07        0
LR999939.1 1.43e+07 1.44e+07        0
LR999939.1 1.44e+07 1.45e+07        0
LR999939.1 1.45e+07 1.46e+07        0
LR999939.1 1.46e+07 1.47e+07        0
LR999939.1 1.47e+07 1.48e+07        0
LR999939.1 1.48e+07 1.49e+07        0
LR999939.1 1.49e+07 1.5e+07        0
LR999939.1 1.5e+07 1.51e+07        0
LR999939.1 1.51e+07 1.52e+07        0
LR999939.1 1.52e+07 1.53e+07        0
LR999939.1 1.53e+07 1.54e+07        0
LR999939.1 1.54e+07 1.55e+07        0
LR999939.1 1.55e+07 1.56e+07        0
LR999939.1 1.56e+07 15600078        0
