orthogroup gr01 gr02	sp01 sp02	spM01 spM02
OG0006169 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006170 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006171 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006172 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006174 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006175 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006176 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006177 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006178 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006179 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006180 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006181 -9.69314681106905 -9.69314623217989	-9.69314734394983 -9.69314678273689	-9.69314744298633 -9.69314731621808
OG0006182 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006183 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006185 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006186 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006187 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006188 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006189 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006190 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006191 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006192 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006193 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006194 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006195 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006196 -10.3862943734988 -10.3862943779351	-10.3862940378141 -10.386294626324	-10.011088145396 -10.011189715424
OG0006197 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006198 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006199 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006200 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006201 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006202 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006203 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006204 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006205 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006206 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006207 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006208 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006209 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006210 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006211 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006212 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006213 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006214 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006215 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006216 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006217 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006218 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006219 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006220 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006221 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006222 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006223 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006224 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006225 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006226 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006227 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006228 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006229 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006230 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006231 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006232 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006233 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006234 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006235 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006236 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006237 -9.69314681123558 -9.69314623217989	-9.69314734395437 -9.69314678273689	-9.69314744299001 -9.69314731621808
OG0006238 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006239 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006240 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006241 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006242 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006243 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006244 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006245 -9.69314681111163 -9.69314623217989	-9.69314734395396 -9.69314678273689	-9.69314744311104 -9.69314731621808
OG0006246 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006247 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006248 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006249 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006250 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006251 -9.6931468110689 -9.69314623217989	-9.69314734394983 -9.69314678273689	-9.40165420266268 -9.40176332141653
OG0006252 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006253 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006254 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006255 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006256 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006257 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006258 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006259 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006260 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006261 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006262 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006263 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006264 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006265 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006266 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006267 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006268 -9.69314681106892 -9.69314623217989	-9.69314734394983 -9.69314678273689	-9.69314744298634 -9.69314731621808
OG0006269 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006270 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006271 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006272 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006273 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006274 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006275 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006276 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006277 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006278 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006279 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006280 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006281 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006282 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006283 -9.69314681106894 -9.69314623217989	-9.69314734394983 -9.69314678273689	-9.69314744298634 -9.69314731621808
OG0006284 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006285 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006286 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006287 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006288 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006289 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006290 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006291 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006292 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006293 -9.69314681111163 -9.69314623217989	-9.2415726335133 -9.25588248589155	-9.40170287035759 -9.40165721167611
OG0006294 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006295 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006296 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006297 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006298 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006299 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006300 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006301 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006302 -9.6931468110689 -9.69314623217989	-9.69314734394983 -9.69314678273689	-9.69314744298634 -9.69314731621808
OG0006303 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006304 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006305 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
OG0006306 -9.69314681106907 -9.69314623217989	-9.69314734394983 -9.69314678273689	-9.69314744298633 -9.69314731621808
OG0006307 -9.0000000447608 -8.99999856148809	-8.99999151525249 -9.00000013795953	-9.00000017975224 -9.00000810289867
